
METHOD AddItem
Start,Duration,IsError
1749513775036837471,1926593808,false
1749513775051833401,1914756858,false
1749513775029632948,1943926488,false
1749513774971494802,2002108389,false
1749513775006164275,1967715722,false
1749513774980679721,1993391312,false
1749513775067167676,1908979464,false
1749513775099775248,1879590634,false
1749513775107921408,1874021982,false
1749513775116069600,1868340181,false
1749513775092630536,3988870707,false
1749513775084477944,3998898159,false
1749513775138452080,3947732781,false
1749513775146600515,3942107616,false
1749513775153747531,3937184597,false
1749513775160894233,3932125897,false
1749513775167042112,3928318707,false
1749513775174195204,3923493898,false
1749513775182351303,3917726387,false
1749513775196694174,7798704165,false
1749513775203865430,7794079939,false
1749513775213016532,7787426106,false
1749513775228325810,7779332102,false
1749513775235415572,7775060628,false
1749513775244560535,7767212356,false
1749513775250709546,7761716568,false
1749513775258790879,7754337855,false
1749513775290362515,7724003848,false
1749513775265934508,7748911970,false
1749513775314804881,7700429096,false
1749513775360704335,7656397372,false
1749513775345404801,7671721764,false
1749513775385097319,7633643978,false
1749513775368855004,7650767268,false
1749513775409540043,7611187658,false
1749513775416686368,7604161051,false
1749513775424831187,7596189736,false
1749513775448290974,7574386940,false
1749513775457457197,7565598036,false
1749513775473786282,7550919312,false
1749513775489072956,7536415432,false
1749513775506373741,7520039754,false
1749513775520669765,7506223907,false
1749513775513521483,7513468791,false
1749513775534968820,7493945145,false
1749513775549266641,7479897235,false
1749513775557412774,7471946126,false
1749513775564561729,7465252206,false
1749513775572711985,7458307149,false
1749513775581862311,7449389951,false
1749513775588009956,7444448846,false
1749513775612395194,7421065193,false
1749513775619542933,7414022998,false
1749513775634835057,7399716338,false
1749513775641978349,7393651371,false
1749513775658217830,7378533121,false
1749513775665365176,7371502605,false
1749513775689813323,7349055465,false
1749513775681661157,7357263854,false
1749513775697975249,7342749035,false
1749513775739743530,7303141470,false
1749513775755046085,7289313327,false
1749513775770338570,7274870493,false
1749513775778484529,7267434144,false
1749513775792781903,7254649053,false
1749513775798930872,7248984933,false
1749513775815230610,7233854870,false
1749513775807077094,7242237535,false
1749513775823380826,7226440191,false
1749513775831535215,7219053440,false
1749513775855986362,7196607159,false
1749513775864138461,7188899590,false
1749513775893784197,7161587178,false
1749513775879457119,7175971397,false
1749513775887619412,7169123012,false
1749513775900943616,7156680015,false
1749513775909033518,7148827083,false
1749513775923269592,7135782902,false
1749513775917183010,7142034195,false
1749513775931416284,7128656155,false
1749513775941591594,7118700067,false
1749513775956896802,7104583667,false
1749513775988504928,7075567150,false
1749513775995650783,7069871240,false
1749513776012009875,7053786111,false
1749513776019190614,7047405178,false
1749513776025290256,7042655158,false
1749513776048763603,7020298912,false
1749513776055922792,7014221986,false
